authors,bbox,created,creators,currentVersion,description,featureType,geometry,id,locationPrecision,locationType,maxDate,minDate,modified,path,pid,reprLat,reprLatLong,reprLong,timePeriods,timePeriodsKeys,timePeriodsRange,title,uid,TypesOfFeature,continent,country,hasConnectionsWith,connectsWith,DeltaAge,noOfFeaturesBuiltByHuman,natureFeatures
"Mattingly, D., R. Talbert, T. Elliott, S. Gillies","16.0, 31.0, 17.0, 32.0",2009-09-08T20:11:17Z,D.J. Mattingly,,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[16.0, 31.0], [16.0, 32.0], [17.0, 32.0], [17.0, 31.0], [16.0, 31.0]]]}",undetermined,rough,representative,300,-30,2012-03-19T22:10:57Z,/places/364035/undetermined,364035,31.5,"31.5,16.5",16.5,R,roman,"-30.0,300.0",Undetermined location,1fda155b6d6ea6c5fe5ea32065bcc5a0,Water Source,Europe,France,,,99,1523,
"Mattingly, D., D. R. Talbert, T. Elliott, S. Gillies","16.828866, 31.191297, 16.828866, 31.191297",2011-03-09T22:42:37Z,D.J. Mattingly,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [16.828866, 31.191297]}",darmc-location-15551,precise,representative,640,-30,2012-02-14T23:28:54Z,/places/364036/darmc-location-15551,364036,31.191297,"31.191297,16.828866",16.828866,RL,"roman,late-antique","-30.0,640.0",DARMC location 15551,0a7739ebf748e949af4a3de80e35c89f,Water Source,Unlocated,Unlocated,,,99,,
"Mattingly, D., R. Talbert, T. Elliott, S. Gillies","15.0, 29.0, 21.0, 32.0",2009-09-08T20:10:00Z,D.J. Mattingly,1,Roughly located within a bounding box,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[15.0, 29.0], [15.0, 32.0], [21.0, 32.0], [21.0, 29.0], [15.0, 29.0]]]}",undetermined,rough,representative,640,-330,2012-02-14T23:28:54Z,/places/364667/undetermined,364667,30.5,"30.5,18.0",18,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",Undetermined location,6e5a8be9e07c1fce2ac6a827d14280b1,Water Source,Unlocated,Unlocated,,,99,,
"Mattingly, D., R. Talbert, T. Elliott, S. Gillies","15.0, 29.0, 21.0, 32.0",2009-09-08T20:10:00Z,D.J. Mattingly,1,Roughly located within a bounding box,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[15.0, 29.0], [15.0, 32.0], [21.0, 32.0], [21.0, 29.0], [15.0, 29.0]]]}",undetermined,rough,representative,640,-30,2012-02-14T23:28:55Z,/places/364668/undetermined,364668,30.5,"30.5,18.0",18,RL,"roman,late-antique","-30.0,640.0",Undetermined location,2bc1a5acda94ad79fb767aa1faf2ea1a,Water Source,Unlocated,Unlocated,,,99,,
"Mattingly, D., R. Talbert, T. Elliott, S. Gillies","15.0, 29.0, 21.0, 32.0",2009-09-08T20:10:01Z,D.J. Mattingly,1,Roughly located within a bounding box,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[15.0, 29.0], [15.0, 32.0], [21.0, 32.0], [21.0, 29.0], [15.0, 29.0]]]}",undetermined,rough,representative,300,-30,2012-02-14T23:28:55Z,/places/364669/undetermined,364669,30.5,"30.5,18.0",18,R,roman,"-30.0,300.0",Undetermined location,5c3eb39bfc27d9ecc869c6eb4a630a0e,Water Source,Unlocated,Unlocated,,,99,,
"Mattingly, D., R. Talbert, T. Elliott, S. Gillies","15.0, 29.0, 21.0, 32.0",2009-09-08T20:10:02Z,D.J. Mattingly,1,Roughly located within a bounding box,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[15.0, 29.0], [15.0, 32.0], [21.0, 32.0], [21.0, 29.0], [15.0, 29.0]]]}",undetermined,rough,representative,640,-30,2012-02-14T23:28:55Z,/places/364670/undetermined,364670,30.5,"30.5,18.0",18,RL,"roman,late-antique","-30.0,640.0",Undetermined location,cd4ac877b3d95c5f6e895cc3648a5584,Water Source,Unlocated,Unlocated,,,99,,
"Mattingly, D., R. Talbert, T. Elliott, S. Gillies","15.0, 29.0, 21.0, 32.0",2009-09-08T20:10:03Z,D.J. Mattingly,1,Roughly located within a bounding box,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[15.0, 29.0], [15.0, 32.0], [21.0, 32.0], [21.0, 29.0], [15.0, 29.0]]]}",undetermined,rough,representative,640,-30,2012-02-14T23:28:56Z,/places/364671/undetermined,364671,30.5,"30.5,18.0",18,RL,"roman,late-antique","-30.0,640.0",Undetermined location,ebe440b7873733ff0c736b6ed2dfc72a,Water Source,Unlocated,Unlocated,,,99,,
"Mattingly, D., R. Talbert, T. Elliott, S. Gillies","15.0, 29.0, 21.0, 32.0",2009-09-08T20:10:03Z,D.J. Mattingly,1,Roughly located within a bounding box,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[15.0, 29.0], [15.0, 32.0], [21.0, 32.0], [21.0, 29.0], [15.0, 29.0]]]}",undetermined,rough,representative,300,-30,2012-02-14T23:28:56Z,/places/364672/undetermined,364672,30.5,"30.5,18.0",18,R,roman,"-30.0,300.0",Undetermined location,2e44fc1082f728e16da05996908a0123,Water Source,Unlocated,Unlocated,,,99,,
"Mattingly, D., R. Talbert, T. Elliott, S. Gillies","15.0, 29.0, 21.0, 32.0",2009-09-08T20:10:04Z,D.J. Mattingly,1,Roughly located within a bounding box,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[15.0, 29.0], [15.0, 32.0], [21.0, 32.0], [21.0, 29.0], [15.0, 29.0]]]}",undetermined,rough,representative,300,-30,2012-02-14T23:28:56Z,/places/364673/undetermined,364673,30.5,"30.5,18.0",18,R,roman,"-30.0,300.0",Undetermined location,c4661ae312adeed9b4b8ce029388dfb7,Water Source,Unlocated,Unlocated,,,99,,
"Mattingly, D., R. Talbert, T. Elliott, S. Gillies","15.0, 29.0, 21.0, 32.0",2009-09-08T20:10:05Z,D.J. Mattingly,1,Roughly located within a bounding box,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[15.0, 29.0], [15.0, 32.0], [21.0, 32.0], [21.0, 29.0], [15.0, 29.0]]]}",undetermined,rough,representative,300,-30,2012-02-14T23:28:57Z,/places/364674/undetermined,364674,30.5,"30.5,18.0",18,R,roman,"-30.0,300.0",Undetermined location,052a18fffe7a7580bbf3c19fb508162f,Water Source,Unlocated,Unlocated,,,99,,
"Mattingly, D., R. Talbert, T. Elliott, S. Gillies","19.0, 30.0, 20.0, 31.0",2009-09-08T20:11:24Z,D.J. Mattingly,0,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[19.0, 30.0], [19.0, 31.0], [20.0, 31.0], [20.0, 30.0], [19.0, 30.0]]]}",undetermined,rough,representative,640,-30,2012-02-14T23:28:57Z,/places/365422/undetermined,365422,30.5,"30.5,19.5",19.5,RL,"roman,late-antique","-30.0,640.0",Undetermined location,b01756b38c3728e25cd1f7afba26055e,Landform,Unlocated,Unlocated,,,99,,
"Mattingly, D., DARMC, R. Talbert, T. Elliott, S. Gillies","19.907708, 30.4519, 19.907708, 30.4519",2011-09-09T21:19:45Z,D.J. Mattingly,1,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [19.907708, 30.4519]}",darmc-location-27060,precise,representative,640,-30,2012-02-14T23:28:57Z,/places/365422/darmc-location-27060,365422,30.4519,"30.4519,19.907708",19.907708,RL,"roman,late-antique","-30.0,640.0",DARMC location 27060,c2c5f647964068b6162220f3d2f67ad9,Water Source,Unlocated,Unlocated,,,99,,
"Mattingly, D., D. R. Talbert, T. Elliott, S. Gillies","21.915368, 32.861157, 21.915368, 32.861157",2011-03-09T21:12:36Z,D.J. Mattingly,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [21.915368, 32.861157]}",darmc-location-12489,precise,representative,640,-30,2012-02-14T23:29:59Z,/places/373807/darmc-location-12489,373807,32.861157,"32.861157,21.915368",21.915368,RL,"roman,late-antique","-30.0,640.0",DARMC location 12489,7a6783274e9ec05733032b10b08698ef,Landform,Europe,United Kingdom,,,235,1523,
"Mattingly, D., D. R. Talbert, T. Elliott, S. Gillies","22.166377, 32.826949, 22.166377, 32.826949",2011-03-09T21:12:44Z,D.J. Mattingly,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [22.166377, 32.826949]}",darmc-location-12492,precise,representative,300,-330,2012-02-14T23:30:00Z,/places/373809/darmc-location-12492,373809,32.826949,"32.826949,22.166377",22.166377,HR,"hellenistic-republican,roman","-330.0,300.0",DARMC location 12492,705f93b6715a05b0f609ea1d59d573a9,Landform,Unlocated,Unlocated,"2,639,939,526,399,390",,405,,
"Mattingly, D., D. R. Talbert, T. Elliott, S. Gillies","21.646553, 32.609638, 21.646553, 32.609638",2011-03-09T21:12:46Z,D.J. Mattingly,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [21.646553, 32.609638]}",darmc-location-12493,precise,representative,640,-30,2012-02-14T23:30:01Z,/places/373810/darmc-location-12493,373810,32.609638,"32.609638,21.646553",21.646553,RL,"roman,late-antique","-30.0,640.0",DARMC location 12493,8bf0676d886af15991feb34e63ceb9c6,Water Source,Unlocated,Unlocated,,,235,,
"Mattingly, D., R. Talbert, T. Elliott, S. Gillies","20.0, 32.0, 21.0, 33.0",2011-01-08T14:24:44Z,D.J. Mattingly,0,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[20.0, 32.0], [20.0, 33.0], [21.0, 33.0], [21.0, 32.0], [20.0, 32.0]]]}",batlas-location,rough,representative,,,2012-02-14T23:30:53Z,/places/373906/batlas-location,373906,32.5,"32.5,20.5",20.5,,,,Barrington Atlas location,010f5a3afdcdb214f4f85e830ac954b2,Water Source,Unlocated,Unlocated,,,2203,,
"Mattingly, D., R. Talbert, T. Elliott, S. Gillies","19.0, 29.0, 24.0, 33.0",2011-01-08T14:25:22Z,D.J. Mattingly,1,Roughly located within a bounding box,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[19.0, 29.0], [19.0, 33.0], [24.0, 33.0], [24.0, 29.0], [19.0, 29.0]]]}",batlas-location,rough,representative,640,-550,2012-02-14T23:31:17Z,/places/376009/batlas-location,376009,31,"31.0,21.5",21.5,CHRL,"classical,hellenistic-republican,roman,late-antique","-550.0,640.0",Barrington Atlas location,1d249026c23c050574c450289a136c1e,Water Source,Europe,Austria,,197365,1483,1523,
"Mattingly, D., R. Talbert, T. Elliott, S. Gillies",,2011-01-08T14:19:39Z,D.J. Mattingly,0,,unknown,,batlas-location,unlocated,representative,300,-30,2012-02-14T23:31:38Z,/places/376779/batlas-location,376779,,,,R,roman,"-30.0,300.0",Barrington Atlas location,60be102fe6ee62d076b62fb5a8ce658e,Water Source,Europe,France,249960,,1410,1523,
"Mattingly, D., R. Talbert, T. Elliott, S. Gillies",,2011-01-08T14:19:52Z,D.J. Mattingly,0,,unknown,,batlas-location,unlocated,representative,300,-30,2012-02-14T23:31:44Z,/places/376792/batlas-location,376792,,,,R,roman,"-30.0,300.0",Barrington Atlas location,674b8aa0f91d3473af5209fa96dc9d67,"Water Source,Landform",Europe,France,,,1153,1523,
"Mattingly, D., R. Talbert, T. Elliott, S. Gillies",,2011-01-08T14:20:24Z,D.J. Mattingly,0,,unknown,,batlas-location,unlocated,representative,-30,-330,2012-02-14T23:31:56Z,/places/376819/batlas-location,376819,,,,H,hellenistic-republican,"-330.0,-30.0",Barrington Atlas location,5953116dca6d674e2b955a878fe88fed,Water Source,Unlocated,Unlocated,,,1783,,
"Becker, J.","12.162809, 45.6443526, 12.162809, 45.6443526",2013-06-08T16:17:43Z,jbecker,1,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [12.162809, 45.6443526]}",location-of-Silis-fl,precise,representative,2100,1700,2017-10-27T20:25:14Z,/places/393496/location-of-Silis-fl,393496,45.6443526,"45.6443526,12.162809",12.162809,M,modern,"1700.0,2100.0",location of Silis fl.,c5e35e7ac00d76a23dc111605d38bdab,Water Source,Unlocated,Unlocated,,433032,670,,
"Foss, C., S. Mitchell, G. Reger, D. R. Talbert, T. Elliott, S. Gillies","26.343963, 40.035846, 26.343963, 40.035846",2011-03-01T03:31:15Z,"C. Foss, S. Mitchell, G. Reger",1,"1:500,000 scale representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.",unknown,"{""type"": ""Point"", ""coordinates"": [26.343963, 40.035846]}",darmc-location-14023,precise,representative,300,-330,2018-06-08T00:35:08Z,/places/550787/darmc-location-14023,550787,40.035846,"40.035846,26.343963",26.343963,HR,"hellenistic-republican,roman","-330.0,300.0",DARMC location 14023,261d9317408f0a3f55902d6b0e4cfaaa,Forests/Gardens,Unlocated,Unlocated,,,970,,
"Foss, C., S. Mitchell, G. Reger, R. Talbert, T. Elliott, S. Gillies","25.0, 38.0, 29.0, 40.5",2009-10-15T08:37:45Z,"C. Foss, S. Mitchell, G. Reger",1,Roughly located within a bounding box,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[25.0, 38.0], [25.0, 40.5], [29.0, 40.5], [29.0, 38.0], [25.0, 38.0]]]}",undetermined,rough,representative,640,-30,2012-02-15T01:22:56Z,/places/552687/undetermined,552687,39.25,"39.25,27.0",27,RL,"roman,late-antique","-30.0,640.0",Undetermined location,02476be4f16624f07bc0016ec3978b41,Water Source,Unlocated,Unlocated,,,670,,
"McK. Camp II, J., G. Reger, D. R. Talbert, T. Elliott, S. Gillies","23.136994, 37.301493, 23.136994, 37.301493",2011-01-25T18:30:21Z,"J. McK. Camp II, G. Reger",0,1:1 million scale representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.,unknown,"{""type"": ""Point"", ""coordinates"": [23.136994, 37.301493]}",darmc-location-24049,precise,representative,-30,-750,2018-06-07T21:01:55Z,/places/570274/darmc-location-24049,570274,37.301493,"37.301493,23.136994",23.136994,ACH,"archaic,classical,hellenistic-republican","-750.0,-30.0",DARMC location 24049,241edf752be4a6a14d46b77515666867,Landform,Europe,Italy,,,340,1523,
"Foss, C., D. R. Talbert, T. Elliott, S. Gillies","32.149947, 40.133759, 32.149947, 40.133759",2011-03-09T21:09:18Z,C. Foss,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [32.149947, 40.133759]}",darmc-location-12373,precise,representative,640,300,2012-02-15T03:44:47Z,/places/844917/darmc-location-12373,844917,40.133759,"40.133759,32.149947",32.149947,L,late-antique,"300.0,640.0",DARMC location 12373,0917e8b7858d915dcf99fb53fed3cc20,Landform,Unlocated,Unlocated,,,340,,
"Foss, C., D. R. Talbert, T. Elliott, S. Gillies","32.250706, 41.686799, 32.250706, 41.686799",2011-03-09T19:33:23Z,C. Foss,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [32.250706, 41.686799]}",darmc-location-6744,precise,representative,300,-30,2012-02-15T03:46:08Z,/places/845043/darmc-location-6744,845043,41.686799,"41.686799,32.250706",32.250706,R,roman,"-30.0,300.0",DARMC location 6744,50310a58f23e43e71a897c105f8a0dda,Water Source,Unlocated,Unlocated,,,670,,
"Foss, C., R. Talbert, T. Elliott, S. Gillies","32.0, 40.0, 33.0, 41.0",2009-10-20T10:13:48Z,C. Foss,0,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[32.0, 40.0], [32.0, 41.0], [33.0, 41.0], [33.0, 40.0], [32.0, 40.0]]]}",undetermined,rough,representative,300,-30,2012-02-15T03:46:08Z,/places/845044/undetermined,845044,40.5,"40.5,32.5",32.5,R,roman,"-30.0,300.0",Undetermined location,965f6a0efc30960da4957799d9a0b246,Landform,Asia,Turkey,,,1190,412,
"Foss, C., R. Talbert, T. Elliott, S. Gillies","30.0, 39.0, 36.0, 43.0",2009-10-20T10:14:37Z,C. Foss,1,Roughly located within a bounding box,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[30.0, 39.0], [30.0, 43.0], [36.0, 43.0], [36.0, 39.0], [30.0, 39.0]]]}",undetermined,rough,representative,640,-30,2012-02-15T03:46:39Z,/places/847119/undetermined,847119,41,"41.0,33.0",33,RL,"roman,late-antique","-30.0,640.0",Undetermined location,cf622705f1f62d9767c14515d77aa0ee,Water Source,Unlocated,Unlocated,,,670,,
"Braund, D., D. R. Talbert, T. Elliott, S. Gillies","36.41865, 45.28629, 36.41865, 45.28629",2011-03-09T19:26:21Z,David Braund,1,1:1 million scale representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.,unknown,"{""type"": ""Point"", ""coordinates"": [36.41865, 45.28629]}",darmc-location-6359,precise,representative,640,-550,2018-06-07T23:10:08Z,/places/854745/darmc-location-6359,854745,45.28629,"45.28629,36.41865",36.41865,CHRL,"classical,hellenistic-republican,roman,late-antique","-550.0,640.0",DARMC location 6359,86c772f07a48f01a23b1524afcd8757f,Landform,Asia,Russia,,,1190,412,
"Mitford, T., R. Talbert, T. Elliott, S. Gillies",,2009-10-19T10:37:49Z,T.B. Mitford,0,,unknown,,undetermined,unlocated,representative,300,-330,2012-02-15T02:24:06Z,/places/631184/undetermined,631184,,,,HR,"hellenistic-republican,roman","-330.0,300.0",Undetermined location,82d92fc938d132aa47b047be781ad593,Water Source,Unlocated,Unlocated,,,670,,
"Foss, C., S. Mitchell, D. R. Talbert, T. Elliott, S. Gillies","30.281767, 37.722553, 30.281767, 37.722553",2011-03-09T18:41:21Z,"C. Foss, S. Mitchell",1,TIB point location,unknown,"{""type"": ""Point"", ""coordinates"": [30.281767, 37.722553]}",darmc-location-1323,precise,representative,640,300,2012-02-15T02:31:06Z,/places/639070/darmc-location-1323,639070,37.722553,"37.722553,30.281767",30.281767,L,late-antique,"300.0,640.0",DARMC location 1323,fd699df45277540841df220a1c18ad82,Water Source,Unlocated,Unlocated,,,670,,
"Braund, D., T. Sinclair, D. R. Talbert, T. Elliott, S. Gillies","40.508672, 41.023556, 40.508672, 41.023556",2011-08-02T20:17:42Z,"David Braund, T. Sinclair",1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [40.508672, 41.023556]}",darmc-location-24499,precise,representative,640,-30,2012-02-15T03:52:33Z,/places/857297/darmc-location-24499,857297,41.023556,"41.023556,40.508672",40.508672,RL,"roman,late-antique","-30.0,640.0",DARMC location 24499,8da0aa2788daa964f3330dd7c26bc1f9,Water Source,Asia,Syria,,,670,412,
"Poulter, A., D. R. Talbert, T. Elliott, S. Gillies","24.354876, 43.662998, 24.354876, 43.662998",2011-03-09T20:01:20Z,A.G. Poulter,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [24.354876, 43.662998]}",darmc-location-8179,precise,representative,640,300,2012-02-14T22:11:23Z,/places/216924/darmc-location-8179,216924,43.662998,"43.662998,24.354876",24.354876,L,late-antique,"300.0,640.0",DARMC location 8179,768ac8eebd63e462f433fbf1edd99195,Water Source,Europe,France,,,670,1523,
"Poulter, A., D. R. Talbert, T. Elliott, S. Gillies","24.749842, 42.143739, 24.749842, 42.143739",2011-03-10T01:59:19Z,A.G. Poulter,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [24.749842, 42.143739]}",darmc-location-24182,precise,representative,640,-330,2012-02-14T22:11:24Z,/places/216927/darmc-location-24182,216927,42.143739,"42.143739,24.749842",24.749842,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",DARMC location 24182,31dfc8e6290a0d505f1de86321b35d3b,Landform,Europe,France,,845,1390,1523,
"Braund, D., D. R. Talbert, T. Elliott, S. Gillies","32.111238, 46.615115, 32.111238, 46.615115",2011-03-10T02:24:52Z,David Braund,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [32.111238, 46.615115]}",darmc-location-24805,precise,representative,300,-750,2012-02-14T22:17:08Z,/places/226514/darmc-location-24805,226514,46.615115,"46.615115,32.111238",32.111238,ACHR,"archaic,classical,hellenistic-republican,roman","-750.0,300.0",DARMC location 24805,360029398dc388407009b4ca14e7596d,Water Source,Unlocated,Unlocated,,727172,670,,
"Braund, D., D. Braund, R. Talbert, T. Elliott, S. Gillies",,2010-09-23T19:06:35Z,David Braund,0,,unknown,,batlas-location,unlocated,representative,300,-330,2012-02-14T22:20:29Z,/places/229564/batlas-location,229564,,,,HR,"hellenistic-republican,roman","-330.0,300.0",Barrington Atlas location,ff880b9d8646ecd76cf9fa4d04bca55c,Water Source,Asia,Jordan,,,970,412,
"Vitale, V.","21.8577411, 32.8174966, 21.8582936, 32.8178663",2016-07-25T10:43:37Z,vvitale,1,Representative OpenStreetMap location of the so-called Theatre 3 in the acropolis ridge of Cyrene.,"theatre,","{""type"": ""Polygon"", ""coordinates"": [[[21.8580093, 32.8174966], [21.8579342, 32.8175102], [21.8578752, 32.8175327], [21.8578189, 32.8175688], [21.8577813, 32.8176161], [21.8577572, 32.8176725], [21.8577411, 32.8177356], [21.8577599, 32.8178054], [21.8577787, 32.8178348], [21.8578001, 32.8178663], [21.8582936, 32.8176792], [21.8582668, 32.8176251], [21.8582427, 32.8175936], [21.8581944, 32.8175552], [21.8581434, 32.8175237], [21.8580871, 32.8175034], [21.8580093, 32.8174966]]]}",theatre-3,precise,"representative,",300,-30,2016-08-01T11:25:44Z,/places/248782117/theatre-3,248782117,32.81766975,"32.8176697509,21.8579936477",21.85799365,R,roman,"-30.0,300.0",OSM location of the so-called Theatre 3,ea49a6019cdd498e8c3f93442452921d,Landform,Unlocated,Unlocated,,,670,,
"Ã…hlfeldt, J.","35.794078, 31.717693, 35.794078, 31.717693",2012-10-20T20:17:16Z,jahlfeldt,0,"Representative point location, site precision",settlement,"{""type"": ""Point"", ""coordinates"": [35.794078, 31.717693]}",dare-location,precise,representative,640,-330,2018-06-08T11:44:52Z,/places/697701/dare-location,697701,31.717693,"31.717693,35.794078",35.794078,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",DARE Location,1b1f52b7d6f6deca1ac3c1fd6b9d0d69,Water Source,Unlocated,Unlocated,794026198,661414,670,,
"Ã…hlfeldt, J.","30.471298, 31.033361, 30.471298, 31.033361",2012-10-20T20:22:43Z,jahlfeldt,0,"Representative point location, village precision",settlement,"{""type"": ""Point"", ""coordinates"": [30.471298, 31.033361]}",dare-location,precise,representative,640,-750,2014-01-10T20:28:52Z,/places/727123/dare-location,727123,31.033361,"31.033361,30.471298",30.471298,ACHRL,"archaic,classical,hellenistic-republican,roman,late-antique","-750.0,640.0",DARE Location,e942e13c188c94ac65edb397a45563fe,Landform,Unlocated,Unlocated,,,970,,
"Bernand, A., R. Talbert, T. Elliott, S. Gillies","30.0, 31.0, 30.5, 31.5",2009-09-09T06:41:27Z,A. Bernand,0,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[30.0, 31.0], [30.0, 31.5], [30.5, 31.5], [30.5, 31.0], [30.0, 31.0]]]}",undetermined,rough,representative,300,-550,2012-02-15T03:07:36Z,/places/727140/undetermined,727140,31.25,"31.25,30.25",30.25,CHR,"classical,hellenistic-republican,roman","-550.0,300.0",Undetermined location,b789153932d8b925a27802b435e11e06,Water Source,Unlocated,Unlocated,,,670,,
"Bernand, A., D. R. Talbert, T. Elliott, S. Gillies","32.48333, 30.966654, 32.48333, 30.966654",2011-03-09T19:06:48Z,A. Bernand,1,"1:500,000 scale representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.",unknown,"{""type"": ""Point"", ""coordinates"": [32.48333, 30.966654]}",darmc-location-4653,precise,representative,640,-750,2018-06-07T20:42:03Z,/places/727152/darmc-location-4653,727152,30.966654,"30.966654,32.48333",32.48333,ACHRL,"archaic,classical,hellenistic-republican,roman,late-antique","-750.0,640.0",DARMC location 4653,be60119d1628f240f18ca23cc3ff6d86,Landform,Unlocated,Unlocated,,,1390,,
"Becker, J.","25.3430314, 39.8537366, 25.3430314, 39.8537366",2013-07-31T20:16:10Z,jbecker,1,Location based on OpenStreetMap,"settlement,","{""type"": ""Point"", ""coordinates"": [25.3430314, 39.8537366]}",location-of-poliochne,precise,representative,-1000,-3000,2013-09-16T22:34:54Z,/places/422676686/location-of-poliochne,422676686,39.8537366,"39.8537366,25.3430314",25.3430314,32,"3rd-millennium-bc,2nd-millenium-bce","-3000.0,-1000.0",location of Poliochne,a7bade1a0966ff4c381db83062a18308,Landform,Unlocated,Unlocated,"20,808,457,555,760,700,000,000,000",423025,670,,
"Bernand, A., D. R. Talbert, T. Elliott, S. Gillies","30.314872, 31.054465, 30.314872, 31.054465",2011-03-09T22:28:43Z,A. Bernand,1,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [30.314872, 31.054465]}",darmc-location-15120,precise,representative,640,-330,2012-02-15T03:08:58Z,/places/727246/darmc-location-15120,727246,31.054465,"31.054465,30.314872",30.314872,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",DARMC location 15120,ec474ed8654946a35f7898f60ad5f127,Landform,Unlocated,Unlocated,,,1390,,
"MÃ¼ller Wollermann, R., R. Talbert, T. Elliott, S. Gillies",,2009-09-09T06:48:08Z,R. MÃ¼ller Wollermann,0,,unknown,,undetermined,unlocated,representative,300,-330,2012-02-15T03:16:06Z,/places/741528/undetermined,741528,,,,HR,"hellenistic-republican,roman","-330.0,300.0",Undetermined location,4dd72641b235358b07aeeec4a51ef4ed,Landform,Unlocated,Unlocated,,,1390,,
"MÃ¼ller Wollermann, R., R. Talbert, T. Elliott, S. Gillies",,2009-09-09T06:49:04Z,R. MÃ¼ller Wollermann,0,,unknown,,undetermined,unlocated,representative,640,-30,2012-02-15T03:16:41Z,/places/741592/undetermined,741592,,,,RL,"roman,late-antique","-30.0,640.0",Undetermined location,22cbe9d481bb6b11443020ed061ec260,Water Source,Unlocated,Unlocated,,599799,670,,
"Drew Bear, M., D. R. Talbert, T. Elliott, S. Gillies","31.505536, 26.912025, 31.505536, 26.912025",2011-03-09T19:13:30Z,M. Drew Bear,1,500K scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [31.505536, 26.912025]}",darmc-location-5176,precise,representative,640,300,2012-02-15T03:19:12Z,/places/756548/darmc-location-5176,756548,26.912025,"26.912025,31.505536",31.505536,L,late-antique,"300.0,640.0",DARMC location 5176,a7b1296f9f685aefb3e37091715f5865,Water Source,Asia,India,,,670,412,
"Foss, C., G. Reger, D. R. Talbert, T. Elliott, S. Gillies","25.377595, 37.103871, 25.377595, 37.103871",2011-08-02T21:11:20Z,"C. Foss, G. Reger",1,representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.,unknown,"{""type"": ""Point"", ""coordinates"": [25.377595, 37.103871]}",darmc-location-34845,precise,representative,640,-750,2019-11-18T11:13:18Z,/places/599821/darmc-location-34845,599821,37.103871,"37.103871,25.377595",25.377595,ACHRL,"archaic,classical,hellenistic-republican,roman,late-antique","-750.0,640.0",DARMC location 34845,2e2107f3ef9da900d7aab66d4674b41c,Water Source,Europe,Greece,,,670,1523,
"Becker, J., R. Horne","26.0686476, 39.9315942, 26.0686476, 39.9315942",2015-01-11T00:16:38Z,jbecker,2,Representative location based on OpenStreetMap.,"island,","{""type"": ""Point"", ""coordinates"": [26.0686476, 39.9315942]}",osm-location,precise,,2100,1700,2016-07-25T22:01:18Z,/places/550611/osm-location,550611,39.9315942,"39.9315942,26.0686476",26.0686476,M,modern,"1700.0,2100.0",OSM location of Rabbit Island,a2d297439b9adc52351f0cead9084b6e,Water Source,Unlocated,Unlocated,,,340,,
